Title,Primary Author,Publication,Date,Media,Page Count,Collections,ISBN,ISBNs,Copies
Temple,"Reilly, Matthew",Pan Macmillan (2000),2000,Paperback,,Your library,[0330362143],"[0330362143, 9780330362146]",1
Scarecrow And the Army of Thieves,"Reilly, Matthew",Macmillan (2011),2011,Paperback,,Your library,[1742610285],"[1742610285, 9781742610283]",1
Hell Island,"Reilly, Matthew","Macmillan Australia (2007), 109 pages",2007,Ebook,,Your library,,,1
Scarecrow: A Shane Schofield Thriller,"Reilly, Matthew","Thomas Dunne Books (2010), Edition: First, 416 pages",2010,Ebook,,Your library,,,1
Area 7: A Shane Schofield Thriller,"Reilly, Matthew","Thomas Dunne Books (2010), Edition: First, 512 pages",2010,Ebook,,Your library,,,1
Ice Station: A Shane Schofield Thriller,"Reilly, Matthew","Thomas Dunne Books (1999), 708 pages",1999,Ebook,,Your library,,,1
Contest,"Reilly, Matthew","Thomas Dunne Books (2010), 448 pages",2010,Ebook,,Your library,,,1
"The Five Greatest Warriors: A Novel (3) (Jack West, Jr.)","Reilly, Matthew","Pocket Books (2010), Edition: Illustrated, 592 pages",2010,Paperback,592 ,Your library,[1416577580],"[1416577580, 9781416577584]",1
Seven Ancient Wonders: Jack West Jr Book 1,"Reilly, Matthew","Bolinda Publishing Pty Ltd (2006), 1 pages",2006,CD audiobook,1 ,Your library,[1741635896],"[1741635896, 9781741635898]",1
The Six Sacred Stones (Jack West Novels Book 2),"Reilly, Matthew","Simon & Schuster (2008), 593 pages",2008,Ebook,593 ,Your library,,,1
Hover Car Racer,"Reilly, Matthew",Pan Macmillan,,Paper Book,,Your library,[0330422308],"[0330422308, 9780330422307]",1
No More Dying Then: (A Wexford Case),"Rendell, Ruth","Arrow (1984), Edition: New Impression, 240 pages",1984,Paperback,229 ,Your library,[0099074001],"[0099074001, 9780099074007]",1
Blackwood Farm,"Rice, Anne",Arrow Books (2010),2010,Paperback,784 ,Your library,[0099548178],"[0099548178, 9780099548171]",1
Memnoch the Devil (The Vampire Chronicles),"Rice, Anne","Arrow Books Ltd (1996), Edition: New edition, 432 pages",1996,Paperback,432 ,Your library,[0099603713],"[0099603713, 9780099603719]",1
Doctor Who: The Only Good Dalek,"Richards, Justin","Random House UK (2010), 128 pages",2010,Hardcover,128 ,Your library,[1846079845],"[1846079845, 9781846079849]",1
Shantaram,"Roberts, Gregory David",Picador (2007),2007,Paperback,,Your library,[0330423622],"[0330423622, 9780330423625]",1
2312,"Robinson, Kim Stanley","Orbit (2012), Edition: Digital original, 576 pages",2012,Paperback,,Your library,[184149996X],"[184149996X, 9781841499963]",1
Gilead: An Oprah's Book Club Pick,"Robinson, Marilynne","Virago (2006), Edition: New Ed, 288 pages",2006,Paperback,288 ,Your library,[1844081486],"[1844081486, 9781844081486]",1
DELTORA QUEST- THE FORESTS OF SILENCE (Book 1),"Rodda, Emily",Scholastic (2000),2000,Paperback,,Your library,[1865042250],"[1865042250, 9781865042251]",1
The Psychopath Test: A Journey Through the Madness Industry,"Ronson, Jon","Picador (2012), Edition: Main Market Ed., 304 pages",2012,Paper Book,304 ,"Your library, Science/Math/Engineering",[9780330492270],"[9780330492270, 0330492276]",1
The Museum of Modern Love,"Rose, Heather","Allen & Unwin (2018), 296 pages",2018,Paperback,296 ,Your library,[1760633399],"[1760633399, 9781760633394]",1
Portnoy's Complaint (Vintage Blue),"Roth, Philip","Vintage Books (1995), 274 pages",1995,Paperback,274 ,Your library,[0099399016],"[0099399016, 9780099399018]",1
Eleanor & Park,"Rowell, Rainbow","Orion (2013), Edition: 1st, 336 pages",2013,Paperback,336 ,Your library,[1409120546],"[1409120546, 9781409120544]",1
Harry Potter Paperback Box Set (Books 1-7) (Adult Edition),"Rowling, J. K.",Bloomsbury Publishing PLC (2008),2008,Paperback,,Your library,[0747595844],"[0747595844, 9780747595847]",1
Harry Potter and the Half-Blood Prince,"Rowling, J. K.","Bloomsbury (2005), Edition: First British Edition, First Printing, 607 pages",2005,Hardcover,607 ,Your library,[9780747581086],"[9780747581086, 0747581088]",1
Harry Potter And The Order Of The Phoenix,"Rowling, J. K.","Bloomsbury (2011), Edition: 5th or later Edition",2011,Hardcover,766 ,Your library,[0747551006],"[0747551006, 9780747551003]",1
Harry Potter and the Goblet of Fire,"Rowling, J. K.","Bloomsbury Publishing PLC (2000), Edition: First Edition, 636 pages",2000,Hardcover,636 ,Your library,[074754624X],"[074754624X, 9780747546245]",1
Harry Potter and the Chamber Of Secrets,"Rowling, J. K.","Scholastic, Incorporated (1999), Edition: School Market Edition, 256 pages",1999,Paperback,256 ,Your library,[0747538484],"[0747538484, 9780747538486]",1
Harry Potter and the Philosopher's Stone,"Rowling, J. K.","Bloomsbury Pub Ltd (2000), Edition: 1st, 224 pages",2000,Paperback,224 ,Your library,[0747549559],"[0747549559, 9780747549550]",1
Harry Potter and the Deathly Hallows,"Rowling, J. K.","Bloomsbury (2007), Edition: 1st, 607 pages",2007,Hardcover,607 ,Your library,[0747591059],"[0747591059, 9780747591054]",1
Fantastic Beasts and Where to Find Them,"Rowling, J. K.","Bloomsbury Children's Books (2017), Edition: 01, 144 pages",2017,Hardcover,144 ,Your library,[1408880717],"[1408880717, 9781408880715]",1
Quidditch Through the Ages: J.K. Rowling,"Rowling, J. K.","Bloomsbury Publishing (2009), Edition: 01, 128 pages",2009,Paperback,128 ,Your library,[140880302X],"[140880302X, 9781408803028]",1
Harry Potter and The Cursed Child - Parts One and Two: The Official Script Book of the Original West End Production (Special Rehearsal Edition),"Rowling, J. K.","Little, Brown (2016), Edition: 1, 352 pages",2016,Hardcover,352 ,Your library,[0751565350],"[0751565350, 9780751565355]",1
"Fantastic Beasts and Where to Find Them: The Original Screenplay [Hardcover] [Jan 01, 2016] J.K. Rowling","Rowling, J. K.","Little Brown (2016), Edition: 5th, 304 pages",2016,Hardcover,304 ,Your library,[9781408708989],"[9781408708989, 1408708981]",1
Fantastic Beasts: The Crimes of Grindelwald – The Original Screenplay,"Rowling, J. K.","Little, Brown (2018), Edition: 01, 304 pages",2018,Hardcover,304 ,Your library,[1408711702],"[1408711702, 9781408711705]",1
Harry Potter and the prisoner of Azkaban,"Rowling, Joanne K.","Bloomsbury (2000), Edition: 1., Aufl., 320 pages",2000,Paperback,320 ,Your library,[9780747546290],"[9780747546290, 0747546290]",1
Lovecraft Country,"Ruff, Matt","Picador (2019), Edition: Main Market, 384 pages",2019,Paperback,384 ,Your library,[1509883355],"[1509883355, 9781509883356]",1
The Shadow of the Wind. Carlos Ruiz Zaf[n,"Ruiz Zafón, Carlos","Phoenix (2005), Edition: First Translated Edition PHoenix, London, 510 pages",2005,Paperback,510 ,Your library,[9780753820254],"[9780753820254, 0753820250]",1
Enchantress of Florence,"Rushdie, Salman",Contact (2008),2008,Paperback,,Your library,[0224082434],"[0224082434, 9780224082433]",1
Beyond The Wall Of Time. Husk. Book Three,"Russel, Kirkpatrick",Harper Voyage (2009),2009,Paperback,,Your library,[0732283949],"[0732283949, 9780732283940]",1
Neon Genesis Evangelion : Volume 1,"Sadamoto, Yoshiyuki","Singapore : Chuang Yi Pub., 1995.",1995,Paper Book,168 ,Your library,[9789812393685],"[9789812393685, 9812393684]",1
Neon Genesis Evangelion. 2,"Sadamoto, Yoshiyuki","Singapore : Chuang Yi Pub., c1996.",1996,Paper Book,163 ,Your library,[9789812394064],"[9789812394064, 9812394060]",1
Neon Genesis Evangelion : 3,"Sadamoto, Yoshiyuki","Japan : Kadokawa Shoten Publishing, 1996.",1996,Paper Book,168 ,Your library,[9789812395764],"[9789812395764, 9812395768]",1
Neon Genesis Evangelion. Volume four,"Sadamoto, Yoshiyuki","San Francisco, Calif. : Viz Media, c2004.",2004,Paper Book,163 ,Your library,[9789812396853],"[9789812396853, 9812396853]",1
Neon Genesis Evangelion. Volume five,"Sadamoto, Yoshiyuki","San Francisco, Calif. : Viz Media, c2004.",2004,Paper Book,182 ,Your library,[9789812397553],"[9789812397553, 9812397558]",1
Neon genesis Evangelion. Volume six,"Sadamoto, Yoshiyuki","San Francisco, Calif. : Viz, LLC, c2004.",2004,Paper Book,181 ,Your library,[9789812398772],"[9789812398772, 9812398775]",1
Neon Genesis Evangelion. Volume seven,"Sadamoto, Yoshiyuki",Singapore : Chuang Yi ; 2003.,2003,Paper Book,190 ,Your library,[9789812412850],"[9789812412850, 9812412859]",1
Neon Genesis Evangelion. Volume eight,"Sadamoto, Yoshiyuki","San Francisco, California : Viz Media, c2004.",2004,Paper Book,176 ,Your library,[9789812419965],"[9789812419965, 9812419969]",1
Neon genesis Evangelion. Volume 9,"Sadamoto, Yoshiyuki","Singapore : Chuang Yi Publishing, 2005.",2005,Paper Book,190 ,Your library,[9789812606075],"[9789812606075, 9812606076]",1
Neon genesis Evangelion. Volume 10,"Sadamoto, Yoshiyuki","Singapore : Chuang Yi Publishing, 2007.",2007,Paper Book,190 ,Your library,[9789812698551],"[9789812698551, 9812698558]",1
Neon genesis Evangelion. Volume 11,"Sadamoto, Yoshiyuki","Singapore : Chuang Yi, 2007",2007,Paper Book,190 ,Your library,[9789812766823],"[9789812766823, 9812766820]",1
"Neon Genesis Evangelion, Vol. 13","Sadamoto, Yoshiyuki","VIZ Media LLC (2012), 184 pages",2012,Paperback,184 ,Your library,[1421552914],"[1421552914, 9781421552910]",1
"Neon Genesis Evangelion, Vol. 14","Sadamoto, Yoshiyuki","VIZ Media LLC (2015), Edition: Illustrated, 184 pages",2015,Paperback,184 ,Your library,[1421578352],"[1421578352, 9781421578354]",1
The Demon-Haunted World: Science as a Candle in the Dark,"Sagan, Carl","Random House Publishing Group (1997), Edition: 12th ed., 480 pages",1997,Paperback,480 ,Your library,[0345409469],"[0345409469, 9780345409461]",1
The Catcher in the Rye,"Salinger, J. D.","Penguin (1994), Edition: First Penguin Edition, 192 pages",1994,Paperback,192 ,Your library,[014023750X],"[014023750X, 9780140237504]",1
Skyward,"Sanderson, Brandon",Gollancz (2018),2018,Paperback,,Your library,[1473217865],"[1473217865, 9781473217867]",1
The Final Empire: Mistborn Book One: 1,"Sanderson, Brandon","Gollancz (2009), 672 pages",2009,Paperback,672 ,Your library,[0575089911],"[0575089911, 9780575089914]",1
"Plant Magic for the Beginner Witch: An Herbalist’s Guide to Heal, Protect and Manifest","Sands, Ally","Page Street Publishing (2020), 192 pages",2020,Hardcover,192 ,Your library,[1645670031],"[1645670031, 9781645670032]",1
The Hum Bug,"Schechter, Harold","Atria (2001), Edition: First Edition, 400 pages",2001,Hardcover,400 ,Your library,[0671041150],"[0671041150, 9780671041151]",1
Norse Myths & Tales: Epic Tales (Gothic Fantasy),"Schorn, Dr Brittany","Flame Tree Collections (2018), 480 pages",2018,Hardcover,480 ,Your library,[1786647699],"[1786647699, 9781786647696]",1
"A Darker Shade of Magic: A Novel (Shades of Magic, 1)","Schwab, Victoria","Tor Books (2015), 400 pages",2015,Hardcover,400 ,Your library,[0765376458],"[0765376458, 9780765376459]",1
"Remembrance of Things Past, Vol.3: The Captive; the Fugitive; Time Regained: v. 3 (Classics)","Scott-Moncrief, C","Penguin Classics (1986), 1136 pages",1986,Paperback,1136 ,Your library,[0140444858],"[0140444858, 9780140444858]",1
The Book of Dave,"Self, Will","Penguin (2007), 512 pages",2007,Paperback,512 ,Your library,[0141014547],"[0141014547, 9780141014548]",1
The Invention of Hugo Cabret,"Selznick, Brian","Scholastic Press (2007), Edition: Illustrated, 544 pages",2007,Hardcover,544 ,Your library,[0439813786],"[0439813786, 9780439813785]",1
Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",Allen & Unwin (2002),2002,Hardcover,,Your library,[1741751683],"[1741751683, 9781741751680]",1
Romeo and Juliet,"Shakespeare, William","Lothian Children's Books (2000), 32 pages",2000,Paperback,32 ,Your library,[0734401566],"[0734401566, 9780734401564]",1
Complete Works of William Shakespeare: The Alexander Text (Collins Classics),"Shakespeare, William","Harpercollins Pub Ltd (1997), 1434 pages",1997,Paperback,1434 ,Your library,[0004704746],"[0004704746, 9780004704746]",1
The Priory of the Orange Tree: THE NUMBER ONE BESTSELLER,"Shannon, Samantha",,,Paperback,,Your library,[1408883449],"[1408883449, 9781408883440]",1
Pygmalion : A Romance in Five Acts,"Shaw, George Bernard","Penguin Books (1988), 160 pages",1988,Paperback,160 ,Your library,[014045022X],"[014045022X, 9780140450224]",1
"The Home Edit Life: The Complete Guide to Organizing Absolutely Everything at Work, at Home and On the Go","Shearer, Clea","Mitchell Beazley (2020), 256 pages",2020,Hardcover,256 ,"Your library, Read - keep, Reference, Design",[1784727164],"[1784727164, 9781784727161]",1
Frankenstein,"Shelley, Mary Wollstonecraft","Western Publishing Company (1978), 141 pages",1978,Paperback,141 ,Your library,[0307216322],"[0307216322, 9780307216328]",1
"Ultraman, Vol. 12 (12)","Shimizu, Eiichi","VIZ Media LLC (2019), Edition: Translation, 196 pages",2019,Paperback,196 ,Your library,[1974705188],"[1974705188, 9781974705184]",1
"Ultraman, Vol. 16 (16)","Shimoguchi, Tomohiro","VIZ Media LLC (2022), 212 pages",2022,Paperback,212 ,Your library,[1974723399],"[1974723399, 9781974723393]",1
"Ultraman, Vol. 15 (15)","Shimoguchi, Tomohiro","VIZ Media LLC (2021), 200 pages",2021,Paperback,200 ,Your library,[1974720128],"[1974720128, 9781974720125]",1
"Ultraman, Vol. 14 (Volume 14)","Shimoguchi, Tomohiro","VIZ Media LLC (2020), 196 pages",2020,Paperback,196 ,Your library,[197471487X],"[197471487X, 9781974714872]",1
"Ultraman, Vol. 13 (13)","Shimoguchi, Tomohiro","VIZ Media LLC (2020), Edition: Illustrated, 196 pages",2020,Paperback,196 ,Your library,[1974710556],"[1974710556, 9781974710553]",1
"Ultraman, Vol. 11 (11)","Shimoguchi, Tomohiro","VIZ Media LLC (2019), Edition: Illustrated, 196 pages",2019,Paperback,196 ,Your library,[1974702596],"[1974702596, 9781974702596]",1
"Ultraman, Vol. 10 (10)","Shimoguchi, Tomohiro","VIZ Media LLC (2018), Edition: Illustrated, 196 pages",2018,Paperback,196 ,Your library,[1974700445],"[1974700445, 9781974700448]",1
"Ultraman, Vol. 9 (9)","Shimoguchi, Tomohiro","VIZ Media LLC (2017), Edition: Illustrated, 198 pages",2017,Paperback,198 ,Your library,[1421597578],"[1421597578, 9781421597577]",1
"Ultraman, Vol. 8 (8)","Shimoguchi, Tomohiro","VIZ Media LLC (2017), Edition: Illustrated, 196 pages",2017,Paperback,196 ,Your library,[9781421592725],"[9781421592725, 142159272X]",1
"Ultraman, Vol. 7 (7)","Shimoguchi, Tomohiro","VIZ Media LLC (2017), Edition: Illustrated, 196 pages",2017,Paperback,196 ,Your library,[1421590603],"[1421590603, 9781421590608]",1
"Ultraman, Vol. 6 (6)","Shimoguchi, Tomohiro","VIZ Media LLC (2016), Edition: Illustrated, 196 pages",2016,Paperback,196 ,Your library,[1421586479],"[1421586479, 9781421586472]",1
"Ultraman, Vol. 5 (5)","Shimoguchi, Tomohiro","VIZ Media LLC (2016), Edition: Illustrated, 200 pages",2016,Paperback,200 ,Your library,[1421581868],"[1421581868, 9781421581866]",1
"Ultraman, Vol. 4 (4)","Shimoguchi, Tomohiro","VIZ Media LLC (2016), Edition: Illustrated, 188 pages",2016,Paperback,188 ,Your library,[142158185X],"[142158185X, 9781421581859]",1
"Ultraman, Vol. 3 (3)","Shimoguchi, Tomohiro","VIZ Media LLC (2016), Edition: Illustrated, 188 pages",2016,Paperback,188 ,Your library,[9781421581842],"[9781421581842, 1421581841]",1
"Ultraman, Vol. 2 (2)","Shimoguchi, Tomohiro","VIZ Media LLC (2015), Edition: Translation, 212 pages",2015,Paperback,,Your library,[1421581833],"[1421581833, 9781421581835]",1
"Ultraman, Vol. 1 (1)","Shimoguchi, Tomohiro","VIZ Media LLC (2015), Edition: Illustrated, 240 pages",2015,Paperback,240 ,Your library,[1421581825],"[1421581825, 9781421581828]",1
On the Beach,"Shute, Nevil","Pan Books (1969), Edition: New Impression, 267 pages",1969,Paperback,267 ,Your library,[0330105701],"[0330105701, 9780330105705]",1
Australia's Birthstain: The Startling Legacy of the Convict Era,"Smith, Babette",Allen & Unwin,,Hardcover,,"Your library, Culture",[1741146046],"[1741146046, 9781741146042]",1
The Psychology Workbook for Writers: Tools for Creating Realistic Characters and Conflict in Fiction,"Smith, Darian","Wooden Tiger Press (2015), 90 pages",2015,Paperback,90 ,Your library,[0473334461],"[0473334461, 9780473334468]",1
The Psychology Workbook for Writers: Tools for Creating Realistic Characters and Conflict in Fiction,"Smith, Darian","Wooden Tiger Press (2015), 90 pages",2015,Paperback,90 ,Read - Donate,[0473334461],"[0473334461, 9780473334468]",1
"The Reptile Room: Or, Murder! (A Series of Unfortunate Events, Book 2)","Snicket, Lemony","HarperCollins (2007), Edition: Reprint, 192 pages",2007,Paperback,192 ,Your library,[0061146315],"[0061146315, 9780061146312]",1
The Bad Beginning (A Series of Unfortunate Events #1),"Snicket, Lemony","HarperCollins (1999), 162 pages",1999,Hardcover,176 ,Your library,[9780064407663],"[9780064407663, 0064407667]",1
"The Vile Village (A Series of Unfortunate Events, No. 7)","Snicket, Lemony","HarperCollins (2001), 272 pages",2001,Hardcover,272 ,Your library,[0064408655],"[0064408655, 9780064408653]",1
The Wide Window (A Series of Unfortunate Events),"Snicket, Lemony","HarperCollins (2000), 224 pages",2000,Hardcover,224 ,Your library,[0064407683],"[0064407683, 9780064407687]",1
"The Austere Academy (A Series of Unfortunate Events, Book 5)","Snicket, Lemony","HarperCollins (2000), Edition: 1st, 240 pages",2000,Hardcover,240 ,Your library,[0064408639],"[0064408639, 9780064408639]",1
"A Series of Unfortunate Events - Books 6-9, #6 - The Ersatz Elevator, #7 - The Vile Village, #8 - The Hostile Hospital, #9 - The Carnivorous Carnival","Snicket, Lemony","Harper Trophy (2001), Edition: First Edition",2001,Paperback,272 ,Your library,[0064408647],"[0064408647, 9780064408646]",1
A SERIES OF UNFORTUNATE EVENTS. THE HOSTILE HOSPITAL.,"Snicket, Lemony (Author); Brett Helquist (Illustrator)","HarperCollins Publishers (2001), Edition: First Edition, First Printing",2001,Hardcover,272 ,Your library,[0064408655],"[0064408655, 9780064408653]",1
The First Circle (European Classics),"Solzhenitsyn, Aleksandr","Northwestern University Press (1997), 580 pages",1997,Paperback,580 ,Your library,[0810115905],"[0810115905, 9780810115903]",1
Between You and These Bones,"Soul, F. D.","Andrews McMeel Publishing (2019), 192 pages",2019,Paperback,192 ,Your library,[1524850608],"[1524850608, 9781524850609]",1
Prime of Miss Jean Brodie: Popular Penguins,"Spark, Muriel",Penguin Books Ltd,,Paperback,,Your library,[0141195053],"[0141195053, 9780141195056]",1
Garden Plants & Flowers in Australia,"Spence, Ian",DK,2009,Paper Book,352 ,"Your library, Read - keep, Reference, Gardening",[9781740339292],"[9781740339292, 1740339290]",1
Draw Faces in 15 Minutes: Amaze your friends with your portrait skills (Draw in 15 Minutes),"Spicer, Jake","Ilex Press (2018), Edition: 01, 128 pages",2018,Paperback,128 ,Your library,[1781576289],"[1781576289, 9781781576281]",1
Halo: Contact Harvest,"Staten, Joseph","Tor Books (2009), Edition: Reprint, 400 pages",2009,Paperback,400 ,Your library,[0765354713],"[0765354713, 9780765354716]",1
The Light Between Oceans,"Stedman, M.L",,,Paperback,,Your library,[0143790951],"[0143790951, 9780143790952]",1
"Home Herbal: Cook, Brew, & Blend your Own Herbs","Steel, Susannah",DK,2011,,,"Your library, Read - keep, Reference, Gardening",[9781465474223],"[9781465474223, 1465474226]",1
East of Eden,"Steinbeck, John","Penguin Classics (2000), Edition: New e., 640 pages",2000,Paperback,640 ,Your library,[9780141185071],"[9780141185071, 0141185074]",1
The Real Story & Forbidden Knowledge,"Stephen, Donaldson","Gollancz (2008), Edition: 2008, 454 pages",2008,Paperback,544 ,Your library,[0575083344],"[0575083344, 9780575083349]",1
Anathem,"Stephenson, Neal","London : Atlantic, 2009.",2009,Paper Book,xix; 981 ,Your library,[9781843549178],"[9781843549178, 1843549174]",1
Quicksilver,"Stephenson, Neal","Arrow Books (2004), Edition: New Ed, 926 pages",2004,Paperback,926 ,Your library,[0099410680],"[0099410680, 9780099410683]",1
Cryptonomicon,"Stephenson, Neal","Avon Books (2002), 1168 pages",2002,Paperback,1168 ,Your library,[0060512806],"[0060512806, 9780060512804]",1
Reamde: A Novel,"Stephenson, Neal","William Morrow (2011), Edition: Reprint, 1055 pages",2011,Ebook,,Your library,,,1
Strange Case of Dr Jekyll and Mr Hyde and Other Tales (Oxford World's Classics),"Stevenson, Robert Louis","Oxford University Press (2008), Edition: New, 205 pages",2008,Paperback,205 ,Your library,[9780199536221],"[9780199536221, 0199536228]",1
Treasure Island (Signet Classics),"Stevenson, Robert Louis","Signet (2016), 240 pages",2016,Paperback,240 ,Your library,[1101990325],"[1101990325, 9781101990322]",1
The Bro Code,"Stinson, Barney","Fireside (2008), 195 pages",2008,Paperback,195 ,"Your library, Romance, Fantasy",[9781439110003],"[9781439110003, 143911000X]",1
Dracula,"Stoker, Bram","Wordsworth Editions Ltd (1993), Edition: New, 352 pages",1993,Paperback,352 ,Your library,[185326086X],"[185326086X, 9781853260865]",1
Last Secret of the Temple,"Sussman, Paul","Bantam Press (2005), 400 pages",2005,Paperback,,Your library,[0593048776],"[0593048776, 9780593048771]",1
"Black Torch, Vol. 2 (2)","Takaki, Tsuyoshi","VIZ Media LLC (2018), 208 pages",2018,Paperback,208 ,Your library,[1974701522],"[1974701522, 9781974701520]",1
"Black Torch, Vol. 1 (1)","Takaki, Tsuyoshi","VIZ Media LLC (2018), 200 pages",2018,Paperback,200 ,Your library,[1974700461],"[1974700461, 9781974700462]",1
"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu","Takei, George","Pocket Books (1994), Edition: First Edition, 406 pages",1994,Hardcover,406 ,"Your library, Biography",[0671890085],"[0671890085, 9780671890087]",1
The Valley of Amazement,"Tan, Amy",HARPERCOLLINS PUB. (2013),2013,Paperback,,Your library,[0007468873],"[0007468873, 9780007468874]",1
The Secret History (Popular Penguins),"Tartt, Donna",Penguin Books Ltd (2008),2008,Paperback,640 ,Your library,[0141037695],"[0141037695, 9780141037691]",1
Batman and the Justice League Vol. 1,"Teshirogi, Shiori","DC Comics (2018), Edition: Illustrated, 200 pages",2018,Paperback,200 ,Your library,[1401284698],"[1401284698, 9781401284695]",1
Becoming the Witch: The Art of Magick,"Thorp, Danae Moon","Llewellyn Publications (2021), 408 pages",2021,Paperback,408 ,Your library,[0738769185],"[0738769185, 9780738769189]",1
Star Trek: The Next Generation / Doctor Who: Assimilation 2 Volume 1 by David Tipton Scott Tipton(2012-10-09),"Tipton, D & S",IDW Publishing (1703),1703,Paperback,,Your library,,,1
"Star Trek: The Next Generation / Doctor Who: Assimilation 2 Volume 2 (Star Trek/Doctor Who) by Tipton, David, Woodward, J. K., Tipton, Scott 1st (first) Edition (2/26/2013)","Tipton, D & S","IDW Publishing, Edition: First Edition",,Paper Book,,Your library,,,1
Star Trek: The Next Generation / Doctor Who: Assimilation 2 Volume 1 by David Tipton Scott Tipton(2012-10-09),"Tipton, D & S",IDW Publishing (1703),1703,Paperback,,Your library,,,1
"Bleach, Volume 16[ BLEACH, VOLUME 16 ] by Kubo, Tite (Author) Dec-01-06[ Paperback ]",tite-kubo,Viz Media (2006),2006,Paperback,208 ,Your library,[1421502712],"[1421502712, 9781421502717]",1
The Silmarillion,"Tolkien, J. R. R.","George Allen & Unwin (1977), Edition: 1st, 365 pages",1977,Hardcover,365 ,Your library,[0048231398],"[0048231398, 9780048231390]",1
Beren and LUthien,"Tolkien, J. R. R.","HarperCollinsPublishers (2017), Edition: 1st Edition",2017,Paper Book,,Your library,[0008214190],"[0008214190, 9780008214197]",1
The Lord of the Rings trilogy - one volume hardback (movie cover),"Tolkien, J. R. R.","HarperCollins (2002), Edition: Film tie-in edition, 1137 pages",2002,Hardcover,1137 ,Your library,[0007149131],"[0007149131, 9780007149131]",1
The Lays of Beleriand (The History of Middle-Earth),"Tolkien, J. R. R.","HarperCollins Publishers Ltd (1987), Edition: New edition, 400 pages",1987,Paperback,400 ,Your library,[0044400187],"[0044400187, 9780044400189]",1
The Book of Lost Tales: Pt. 1 (The History of Middle-Earth),"Tolkien, J. R. R.","HarperCollins Publishers Ltd (1985), Edition: New edition, 304 pages",1985,Paperback,304 ,Your library,[9780048232816],"[9780048232816, 0048232815]",1
"The Hobbit, or There and Back Again","Tolkien, J. R. R.","Unwin (1979), Edition: Third Edition, First Canadian Thus?, 288 pages",1979,Paperback,288 ,Your library,[0048231541],"[0048231541, 9780048231543]",1
Unfinished Tales,"Tolkien, J. R. R.","HarperCollins (1998), 624 pages",1998,Paperback,624 ,Your library,[0261103628],"[0261103628, 9780261103627]",1
"The Lord of the rings. The return of the king: The Lord of the Rings, Part 3: Book 3","Tolkien, J. R. R.","Harper UK (2012), Edition: Film tie-in edition, 464 pages",2012,Paperback,464 ,Your library,[0007488343],"[0007488343, 9780007488346]",1
"The Book of Lost Tales Part I & Part II; The Lays of Beleriand; The Shaping of Middle-Earth, The Lost Road, The return of the shadow, The treason of Isengard","Tolkien, J. R. R.","HarperCollins Publishers Ltd (1989), Edition: New Ed, 464 pages",1989,Paperback,464 ,Your library,[0044403984],"[0044403984, 9780044403982]",1
The Children of Húrin,"Tolkien, J. R. R.","HarperCollins (2008), 320 pages",2008,Paperback,336 ,Your library,[0007252269],"[0007252269, 9780007252268]",1
Tales from the Perilous Realm. by J.R.R. Tolkien,"Tolkien, J. R. R.",HarperCollins (2009),2009,Paperback,432 ,Your library,[0007280599],"[0007280599, 9780007280599]",1
War and Peace (Vintage Classics),"Tolstoy, Leo","Vintage (2008), Edition: Vintage Classics ed., 1296 pages",2008,Paperback,1296 ,Your library,[1400079985],"[1400079985, 9781400079988]",1
Penguin Classics Anna Karenina,"Tolstoy, Leo","Penguin Classic (2002), Edition: UK ed., 880 pages",2002,Paperback,880 ,Your library,[0140449175],"[0140449175, 9780140449174]",1
"Mobile Suit Gundam: Awakening, Escalation, Confrontation","Tomino, Yoshiyuki","Stone Bridge Press (2012), Edition: Second, 520 pages",2012,Paperback,520 ,Your library,[1611720052],"[1611720052, 9781611720051]",1
Lillian Too's Easy-to-Use Feng Shui: 168 Ways to Success,"Too, Lillian","Sterling (1999), Edition: First Printing, 160 pages",1999,Paperback,160 ,Your library,[1855856905],"[1855856905, 9781855856905]",1
Halo: Glasslands,"Traviss, Karen","Tor Books (2011), Edition: 1st, 464 pages",2011,Paperback,,Your library,[9780765330406],"[9780765330406, 0765330407]",1
Halo: The Thursday War (Halo 2),"Traviss, Karen","Tor (2012), Edition: Main Market Ed., 448 pages",2012,Paperback,,Your library,[0230767095],"[0230767095, 9780230767096]",1
"Slap, The","Tsiolkas, Christos","Allen & Unwin (2008), 496 pages",2008,Paperback,485 ,Your library,[1741753597],"[1741753597, 9781741753592]",1
The Sea and Summer (SF Masterworks),"Turner, George","Gollancz (2013), Edition: First Thus, 384 pages",2013,Paperback,384 ,Your library,[0575118695],"[0575118695, 9780575118690]",1
The Literary Mind: The Origins of Thought and Language,"Turner, Mark","Oxford University Press (1998), Edition: Revised ed., 208 pages",1998,Paperback,208 ,Your library,[019512667X],"[019512667X, 9780195126679]",1
The Adventures of Huckleberry Finn (Aladdin Classics),"Twain, Mark","Aladdin (1999), 544 pages",1999,Paperback,544 ,Your library,[0689831390],"[0689831390, 9780689831393]",1
A Yankee at the Court of King Arthur,"Twain, Mark",SAGA Egmont (2017),2017,Digital audiobook,,Your library,,,1
The Prince and the Pauper (Classics),"Twain, Mark","Atlantic Publishing, Croxley Green (2012), 240 pages",2012,Paperback,,Your library,[1908533323],"[1908533323, 9781908533326]",1
